PAC	Best_druggability_status
Q13325	3D_ligandable
Q13332	3D_ligandable
Q13347	3D_ligandable
Q13356	3D_ligandable
Q13362	3D_ligandable
Q13363	3D_ligandable
Q13370	Approved
Q13393	3D_ligandable
Q13394	3D_ligandable
Q13402	3D_ligandable
Q13409	3D_ligandable
Q13415	3D_ligandable
Q13416	3D_ligandable
Q13418	3D_ligandable
Q13423	3D_ligandable
Q13426	3D_ligandable
Q13432	3D_ligandable
Q13435	3D_ligandable
Q13451	3D_ligandable
Q13464	Approved
Q13467	3D_ligandable
Q13469	3D_ligandable
Q13472	3D_ligandable
Q13478	3D_ligandable
Q13485	3D_ligandable
Q13489	Quality_probe
Q13490	Quality_probe
Q13501	3D_ligandable
Q13506	3D_ligandable
Q13507	3D_ligandable
Q13509	Approved
Q13510	3D_ligandable
Q13523	3D_ligandable
Q13526	3D_ligandable
Q13535	Quality_probe
Q13546	Quality_probe
Q13547	Approved
Q13554	3D_ligandable
Q13555	3D_ligandable
Q13557	3D_ligandable
Q13562	3D_ligandable
Q13563	3D_ligandable
Q13564	Quality_probe
Q13569	3D_ligandable
Q13572	3D_ligandable
Q13576	3D_ligandable
Q13596	3D_ligandable
Q13613	3D_ligandable
Q13614	3D_ligandable
Q13616	3D_ligandable
Q13617	3D_ligandable
Q13619	Approved
Q13620	3D_ligandable
Q13621	Approved
Q13627	Quality_probe
Q13630	3D_ligandable
Q13635	3D_ligandable
Q13637	3D_ligandable
Q13639	Approved
Q13651	3D_ligandable
Q13686	3D_ligandable
Q13698	Approved
Q13705	3D_ligandable
Q13733	Approved
Q13769	3D_ligandable
Q13813	3D_ligandable
Q13822	Quality_probe
Q13825	3D_ligandable
Q13838	3D_ligandable
Q13867	3D_ligandable
Q13868	3D_ligandable
Q13873	3D_ligandable
Q13882	Approved
Q13885	Approved
Q13888	3D_ligandable
Q13889	3D_ligandable
Q13895	3D_ligandable
Q13907	3D_ligandable
Q13936	Approved
Q13938	3D_ligandable
Q13946	Approved
Q13951	3D_ligandable
Q13956	Approved
Q13976	3D_ligandable
Q14003	Approved
Q14004	3D_ligandable
Q14005	3D_ligandable
Q14012	3D_ligandable
Q14019	3D_ligandable
Q14061	3D_ligandable
Q14108	3D_ligandable
Q14116	3D_ligandable
Q14123	Approved
Q14126	3D_ligandable
Q14145	Approved
Q14149	3D_ligandable
Q14152	3D_ligandable
Q14155	3D_ligandable
Q14160	3D_ligandable
Q14164	Quality_probe
Q14181	3D_ligandable
Q14185	3D_ligandable
Q14186	3D_ligandable
Q14191	3D_ligandable
Q14195	3D_ligandable
Q14204	3D_ligandable
Q14232	3D_ligandable
Q14241	3D_ligandable
Q14289	3D_ligandable
Q14318	3D_ligandable
Q14331	3D_ligandable
Q14353	3D_ligandable
Q14376	3D_ligandable
Q14390	3D_ligandable
Q14392	3D_ligandable
Q14393	3D_ligandable
Q14397	3D_ligandable
Q14416	3D_ligandable
Q14432	Approved
Q14449	3D_ligandable
Q14469	3D_ligandable
Q14524	Approved
Q14534	3D_ligandable
Q14549	3D_ligandable
Q14558	3D_ligandable
Q14562	3D_ligandable
Q14565	3D_ligandable
Q14566	3D_ligandable
Q14573	3D_ligandable
Q14596	3D_ligandable
Q14626	Approved
Q14653	3D_ligandable
Q14654	Approved
Q14676	3D_ligandable
Q14680	Quality_probe
Q14683	3D_ligandable
Q14690	Approved
Q14721	Approved
Q14728	3D_ligandable
Q14749	3D_ligandable
Q14781	3D_ligandable
Q14790	Quality_probe
Q14831	3D_ligandable
Q14832	3D_ligandable
Q14839	3D_ligandable
Q14849	3D_ligandable
Q14863	3D_ligandable
Q14894	3D_ligandable
Q14896	3D_ligandable
Q14914	3D_ligandable
Q14957	Approved
Q14974	3D_ligandable
Q14997	3D_ligandable
Q149N8	3D_ligandable
Q14CM0	3D_ligandable
Q15006	3D_ligandable
Q15008	3D_ligandable
Q15019	3D_ligandable
Q15020	3D_ligandable
Q15022	3D_ligandable
Q15024	3D_ligandable
Q15027	3D_ligandable
Q15029	3D_ligandable
Q15036	3D_ligandable
Q15046	3D_ligandable
Q15047	3D_ligandable
Q15059	Quality_probe
Q15063	3D_ligandable
Q15078	3D_ligandable
Q15080	3D_ligandable
Q15109	3D_ligandable
Q15113	3D_ligandable
Q15116	Approved
Q15118	Quality_probe
Q15119	3D_ligandable
Q15120	3D_ligandable
Q15121	3D_ligandable
Q15125	3D_ligandable
Q15139	Approved
Q15149	3D_ligandable
Q15154	3D_ligandable
Q15172	Quality_probe
Q15181	3D_ligandable
Q15208	3D_ligandable
Q15233	3D_ligandable
Q15257	3D_ligandable
Q15262	3D_ligandable
Q15274	3D_ligandable
Q15286	3D_ligandable
Q15291	3D_ligandable
Q15303	Approved
Q15311	3D_ligandable
Q15326	3D_ligandable
Q15349	Quality_probe
Q15366	3D_ligandable
Q15369	3D_ligandable
Q15370	3D_ligandable
Q15375	Approved
Q15382	3D_ligandable
Q15386	3D_ligandable
Q15392	Approved
Q15393	3D_ligandable
Q15397	3D_ligandable
Q15399	3D_ligandable
Q15413	Approved
Q15418	Quality_probe
Q15427	3D_ligandable
Q15428	3D_ligandable
Q15436	3D_ligandable
Q15475	3D_ligandable
Q15485	3D_ligandable
Q15493	3D_ligandable
Q15528	3D_ligandable
Q15542	3D_ligandable
Q15554	3D_ligandable
Q15562	3D_ligandable
Q15582	3D_ligandable
Q15596	3D_ligandable
Q15628	3D_ligandable
Q15637	3D_ligandable
Q15645	3D_ligandable
Q15646	3D_ligandable
Q15648	3D_ligandable
Q15652	3D_ligandable
Q15661	3D_ligandable
Q15691	3D_ligandable
Q15717	Quality_probe
Q15722	Quality_probe
Q15738	3D_ligandable
Q15743	Quality_probe
Q15746	3D_ligandable
Q15750	3D_ligandable
Q15758	3D_ligandable
Q15759	Approved
Q15761	Quality_probe
Q15768	3D_ligandable
Q15782	3D_ligandable
Q15788	3D_ligandable
Q15796	3D_ligandable
Q15797	3D_ligandable
Q15811	3D_ligandable
Q15818	3D_ligandable
Q15822	Approved
Q15828	3D_ligandable
Q15831	3D_ligandable
Q15833	3D_ligandable
Q15843	Quality_probe
Q15848	3D_ligandable
Q15858	Approved
Q15878	Approved
Q15910	Approved
Q16082	3D_ligandable
Q16181	3D_ligandable
Q16186	3D_ligandable
Q16222	3D_ligandable
Q16236	Quality_probe
Q16288	Approved
Q16322	Approved
Q16445	Approved
Q16512	3D_ligandable
Q16513	3D_ligandable
Q16515	3D_ligandable
Q16531	Approved
Q16539	Investigational
Q16548	3D_ligandable
Q16552	Approved
Q16555	Approved
Q16566	3D_ligandable
Q16576	3D_ligandable
Q16584	Investigational
Q16595	3D_ligandable
Q16602	Approved
Q16611	3D_ligandable
Q16620	Approved
Q16630	3D_ligandable
Q16637	3D_ligandable
Q16647	3D_ligandable
Q16651	3D_ligandable
Q16654	3D_ligandable
Q16658	3D_ligandable
Q16659	3D_ligandable
Q16666	3D_ligandable
Q16674	3D_ligandable
Q16678	Quality_probe
Q16696	3D_ligandable
Q16698	3D_ligandable
Q16718	3D_ligandable
Q16719	3D_ligandable
Q16739	Approved
Q16763	3D_ligandable
Q16769	3D_ligandable
Q16772	3D_ligandable
Q16773	3D_ligandable
Q16775	3D_ligandable
Q16790	Quality_probe
Q16795	3D_ligandable
Q16820	3D_ligandable
Q16827	3D_ligandable
Q16828	3D_ligandable
Q16831	3D_ligandable
Q16832	Approved
Q16836	3D_ligandable
Q16850	3D_ligandable
Q16851	3D_ligandable
Q16853	3D_ligandable
Q16854	3D_ligandable
Q16875	3D_ligandable
Q16878	3D_ligandable
Q16881	Approved
Q17RY0	3D_ligandable
Q1HG43	3D_ligandable
Q29980	3D_ligandable
Q29983	3D_ligandable
Q2M1P5	3D_ligandable
Q2M2I8	3D_ligandable
Q2M385	3D_ligandable
Q2NL67	Quality_probe
Q2NL82	3D_ligandable
Q2TAY7	3D_ligandable
Q2TAZ0	3D_ligandable
Q2TBA0	3D_ligandable
Q2TBE0	3D_ligandable
Q30154	3D_ligandable
Q30201	3D_ligandable
Q3MIT2	3D_ligandable
Q3SYG4	3D_ligandable
Q3T906	3D_ligandable
Q3ZCM7	Approved
Q460N3	3D_ligandable
Q460N5	3D_ligandable
Q494W8	3D_ligandable
Q49A26	3D_ligandable
Q4FZB7	Quality_probe
Q4G0J3	3D_ligandable
Q4G0P3	3D_ligandable
Q4U2R8	Approved
Q53EL6	3D_ligandable
Q53FA7	3D_ligandable
Q53G59	3D_ligandable
Q53GL7	3D_ligandable
Q53GS7	3D_ligandable
Q53GS9	3D_ligandable
Q53H12	3D_ligandable
Q53H47	3D_ligandable
Q53H82	3D_ligandable
Q58EX2	3D_ligandable
Q58F21	Quality_probe
Q59H18	3D_ligandable
Q5FWF5	3D_ligandable
Q5GJ75	3D_ligandable
Q5J8M3	3D_ligandable
Q5JRX3	3D_ligandable
Q5JS13	3D_ligandable
Q5JU85	3D_ligandable
Q5JW98	3D_ligandable
Q5JWF2	3D_ligandable
Q5MJ70	3D_ligandable
Q5MNZ6	3D_ligandable
Q5NUL3	Quality_probe
Q5R3K3	3D_ligandable
Q5RL73	3D_ligandable
Q5S007	Quality_probe
Q5SQI0	3D_ligandable
Q5SRE5	3D_ligandable
Q5SRE7	3D_ligandable
Q5SRI9	3D_ligandable
Q5SW79	3D_ligandable
Q5T1C6	3D_ligandable
Q5T280	3D_ligandable
Q5T2T1	3D_ligandable
Q5T440	3D_ligandable
Q5T5U3	3D_ligandable
Q5T653	3D_ligandable
Q5T8D3	3D_ligandable
Q5T8I9	3D_ligandable
Q5T9L3	3D_ligandable
Q5TA45	3D_ligandable
Q5TA50	3D_ligandable
Q5TAX3	3D_ligandable
Q5TC82	3D_ligandable
Q5TCX8	3D_ligandable
Q5TCY1	3D_ligandable
Q5THR3	3D_ligandable
Q5UCC4	3D_ligandable
Q5VSL9	3D_ligandable
Q5VTE6	3D_ligandable
Q5VTY9	Quality_probe
Q5VV17	3D_ligandable
Q5VVX9	3D_ligandable
Q5VVY1	3D_ligandable
Q5VW32	3D_ligandable
Q5VWG9	3D_ligandable
Q5VWK5	Approved
Q5VWP2	3D_ligandable
Q5VYS8	3D_ligandable
Q5VYX0	3D_ligandable
Q5VZV1	3D_ligandable
Q5W0Z9	3D_ligandable
Q5XUX0	3D_ligandable
Q66K64	3D_ligandable
Q676U5	3D_ligandable
Q68DV7	3D_ligandable
Q68E01	3D_ligandable
Q695T7	3D_ligandable
Q6B0I6	3D_ligandable
Q6DD88	3D_ligandable
Q6DN90	3D_ligandable
Q6FI81	3D_ligandable
Q6GQQ9	3D_ligandable
Q6GTX8	3D_ligandable
Q6IA69	3D_ligandable
Q6IMI6	3D_ligandable
Q6IQ20	3D_ligandable
Q6IQ55	3D_ligandable
Q6KC79	3D_ligandable
Q6L8Q7	3D_ligandable
Q6N021	3D_ligandable
Q6NS38	3D_ligandable
Q6NT76	3D_ligandable
Q6NTF7	3D_ligandable
Q6NVY1	3D_ligandable
Q6NW40	3D_ligandable
Q6NYC1	3D_ligandable
Q6P179	3D_ligandable
Q6P1L8	3D_ligandable
Q6P1M3	3D_ligandable
Q6P1N9	3D_ligandable
Q6P1X5	3D_ligandable
Q6P2P2	3D_ligandable
Q6P2Q9	3D_ligandable
Q6P3S1	3D_ligandable
Q6P4F7	3D_ligandable
Q6P589	3D_ligandable
Q6P6C2	3D_ligandable
Q6P988	3D_ligandable
Q6P9B9	3D_ligandable
Q6PCD5	3D_ligandable
Q6PD62	3D_ligandable
Q6PEY2	Approved
Q6PHR2	3D_ligandable
Q6PI25	3D_ligandable
Q6PI48	3D_ligandable
Q6PIF6	3D_ligandable
Q6PIU1	Approved
Q6PIW4	3D_ligandable
Q6PJ69	3D_ligandable
Q6PJP8	3D_ligandable
Q6PL18	3D_ligandable
Q6QEF8	3D_ligandable
Q6R327	3D_ligandable
Q6RFH8	3D_ligandable
Q6SZW1	3D_ligandable
Q6TDP4	3D_ligandable
Q6UWP2	3D_ligandable
Q6UWV6	3D_ligandable
Q6UWY2	3D_ligandable
Q6UX04	3D_ligandable
Q6UXV0	3D_ligandable
Q6V1X1	3D_ligandable
Q6VAB6	3D_ligandable
Q6VVX0	3D_ligandable
Q6XQN6	3D_ligandable
Q6YN16	3D_ligandable
Q6ZMT1	3D_ligandable
Q6ZMT4	3D_ligandable
Q6ZNL6	3D_ligandable
Q6ZRS2	3D_ligandable
Q6ZUJ8	3D_ligandable
Q6ZYL4	3D_ligandable
Q709F0	3D_ligandable
Q70CQ3	3D_ligandable
Q70Z44	Approved
Q712K3	3D_ligandable
Q71DI3	3D_ligandable
Q71SY5	3D_ligandable
Q71U36	Approved
Q75QN2	3D_ligandable
Q76LX8	3D_ligandable
Q7KZ85	3D_ligandable
Q7KZF4	3D_ligandable
Q7KZI7	3D_ligandable
Q7L014	3D_ligandable
Q7L0J3	Approved
Q7L0Y3	3D_ligandable
Q7L1I2	Approved
Q7L1T6	3D_ligandable
Q7L1W4	3D_ligandable
Q7L266	3D_ligandable
Q7L2H7	3D_ligandable
Q7L2J0	3D_ligandable
Q7L523	3D_ligandable
Q7L576	3D_ligandable
Q7L5D6	3D_ligandable
Q7L5N1	3D_ligandable
Q7L8A9	3D_ligandable
Q7L8C5	3D_ligandable
Q7L9L4	3D_ligandable
Q7LBC6	3D_ligandable
Q7LBE3	3D_ligandable
Q7LC44	3D_ligandable
Q7LDG7	3D_ligandable
Q7LG56	Approved
Q7RTN6	3D_ligandable
Q7RTP6	3D_ligandable
Q7RTV0	3D_ligandable
Q7Z2E3	3D_ligandable
Q7Z2W4	3D_ligandable
Q7Z2W7	Approved
Q7Z2Z2	3D_ligandable
Q7Z3B1	3D_ligandable
Q7Z3C6	3D_ligandable
Q7Z3S7	Approved
Q7Z406	3D_ligandable
Q7Z434	3D_ligandable
Q7Z4H3	3D_ligandable
Q7Z4I7	3D_ligandable
Q7Z4S6	3D_ligandable
Q7Z4W1	3D_ligandable
Q7Z5K2	3D_ligandable
Q7Z5Q5	3D_ligandable
Q7Z5W3	3D_ligandable
Q7Z624	3D_ligandable
Q7Z6G8	3D_ligandable
Q7Z6K3	3D_ligandable
Q7Z6K4	3D_ligandable
Q7Z6M4	3D_ligandable
Q7Z6Z7	3D_ligandable
Q7Z7C8	3D_ligandable
Q7Z7E8	3D_ligandable
Q86SF2	3D_ligandable
Q86SQ9	3D_ligandable
Q86SR1	3D_ligandable
Q86T24	3D_ligandable
Q86TI0	3D_ligandable
Q86TI2	3D_ligandable
Q86TU7	3D_ligandable
Q86TV6	3D_ligandable
Q86U44	3D_ligandable
Q86U70	3D_ligandable
Q86U86	Quality_probe
Q86UE8	3D_ligandable
Q86US8	3D_ligandable
Q86UT6	3D_ligandable
Q86UW9	3D_ligandable
Q86UX7	3D_ligandable
Q86UY6	3D_ligandable
Q86V24	3D_ligandable
Q86V25	3D_ligandable
Q86VP1	3D_ligandable
Q86VU5	3D_ligandable
Q86W26	3D_ligandable
Q86W42	3D_ligandable
Q86W47	3D_ligandable
Q86W50	3D_ligandable
Q86W56	Quality_probe
Q86WA6	3D_ligandable
Q86WC4	3D_ligandable
Q86WT6	3D_ligandable
Q86WV1	3D_ligandable
Q86WV6	3D_ligandable
Q86X55	Quality_probe
Q86XE5	3D_ligandable
Q86XI6	3D_ligandable
Q86XP0	3D_ligandable
Q86XR7	3D_ligandable
Q86Y01	3D_ligandable
Q86Y07	3D_ligandable
Q86Y38	3D_ligandable
Q86Y39	Approved
Q86Y97	Quality_probe
Q86YC2	3D_ligandable
Q86YT6	3D_ligandable
Q86YV5	3D_ligandable
Q86Z14	3D_ligandable
Q8IU60	3D_ligandable
Q8IU85	3D_ligandable
Q8IUF8	3D_ligandable
Q8IUH3	3D_ligandable
Q8IUQ4	3D_ligandable
Q8IUX4	3D_ligandable
Q8IV48	3D_ligandable
Q8IV63	3D_ligandable
Q8IVH4	3D_ligandable
Q8IVH8	3D_ligandable
Q8IVL8	3D_ligandable
Q8IVM0	3D_ligandable
Q8IVS2	3D_ligandable
Q8IVT5	3D_ligandable
Q8IVU3	3D_ligandable
Q8IVV7	3D_ligandable
Q8IVW4	3D_ligandable
Q8IW19	3D_ligandable
Q8IW75	3D_ligandable
Q8IWA4	3D_ligandable
Q8IWE4	3D_ligandable
Q8IWT1	3D_ligandable
Q8IWT6	3D_ligandable
Q8IWU4	3D_ligandable
Q8IWU9	Approved
Q8IX04	3D_ligandable
Q8IXH7	3D_ligandable
Q8IXI1	3D_ligandable
Q8IXI2	3D_ligandable
Q8IXJ6	3D_ligandable
Q8IXK2	3D_ligandable
Q8IXL6	3D_ligandable
Q8IXL7	3D_ligandable
Q8IXQ5	3D_ligandable
Q8IY67	3D_ligandable
Q8IYB3	3D_ligandable
Q8IYB8	3D_ligandable
Q8IYD8	3D_ligandable
Q8IYH5	3D_ligandable
Q8IYM1	3D_ligandable
Q8IYS0	3D_ligandable
Q8IYS5	3D_ligandable
Q8IYT8	Quality_probe
Q8IYU8	3D_ligandable
Q8IYW5	3D_ligandable
Q8IZF0	3D_ligandable
Q8IZK6	3D_ligandable
Q8IZS8	Approved
Q8IZT8	3D_ligandable
Q8IZX4	Quality_probe
Q8N0W4	3D_ligandable
Q8N0X4	3D_ligandable
Q8N0Z6	3D_ligandable
Q8N122	3D_ligandable
Q8N136	3D_ligandable
Q8N138	3D_ligandable
Q8N158	3D_ligandable
Q8N159	3D_ligandable
Q8N1C3	Approved
Q8N1F7	3D_ligandable
Q8N1G2	3D_ligandable
Q8N1G4	3D_ligandable
Q8N1Q1	3D_ligandable
Q8N201	3D_ligandable
Q8N2I9	3D_ligandable
Q8N2K0	Quality_probe
Q8N2Q7	3D_ligandable
Q8N335	3D_ligandable
Q8N371	3D_ligandable
Q8N3I7	3D_ligandable
Q8N3J5	3D_ligandable
Q8N3R9	3D_ligandable
Q8N465	3D_ligandable
Q8N4A0	3D_ligandable
Q8N4J0	3D_ligandable
Q8N4P3	3D_ligandable
Q8N4Q0	3D_ligandable
Q8N4T8	3D_ligandable
Q8N543	3D_ligandable
Q8N5C1	3D_ligandable
Q8N5J2	3D_ligandable
Q8N5S9	Quality_probe
Q8N5Y2	3D_ligandable
Q8N5Y8	3D_ligandable
Q8N5Z0	3D_ligandable
Q8N608	3D_ligandable
Q8N668	3D_ligandable
Q8N6T3	3D_ligandable
Q8N6T7	3D_ligandable
Q8N766	3D_ligandable
Q8N7H5	3D_ligandable
Q8N807	3D_ligandable
Q8N884	3D_ligandable
Q8N8N7	3D_ligandable
Q8N8U2	3D_ligandable
Q8N9L9	3D_ligandable
Q8NAC3	3D_ligandable
Q8NAT1	3D_ligandable
Q8NAV1	3D_ligandable
Q8NB16	3D_ligandable
Q8NB49	3D_ligandable
Q8NB78	3D_ligandable
Q8NBF2	3D_ligandable
Q8NBJ7	3D_ligandable
Q8NBK3	3D_ligandable
Q8NBL1	3D_ligandable
Q8NBP7	3D_ligandable
Q8NBQ5	3D_ligandable
Q8NBW4	3D_ligandable
Q8NBZ7	3D_ligandable
Q8NC06	3D_ligandable
Q8NCC3	3D_ligandable
Q8NCM2	Approved
Q8NCM8	3D_ligandable
Q8ND04	3D_ligandable
Q8NE71	3D_ligandable
Q8NE86	3D_ligandable
Q8NEB9	3D_ligandable
Q8NER1	Approved
Q8NER5	Quality_probe
Q8NET8	3D_ligandable
Q8NEZ4	3D_ligandable
Q8NFH3	3D_ligandable
Q8NFH4	3D_ligandable
Q8NFJ9	3D_ligandable
Q8NFP9	3D_ligandable
Q8NFU5	3D_ligandable
Q8NFU7	3D_ligandable
Q8NFZ4	3D_ligandable
Q8NG31	3D_ligandable
Q8NHL6	3D_ligandable
Q8NHV1	3D_ligandable
Q8NHW3	3D_ligandable
Q8NHX9	3D_ligandable
Q8NHY2	3D_ligandable
Q8NI27	3D_ligandable
Q8NI60	3D_ligandable
Q8NI77	3D_ligandable
Q8TAA3	Approved
Q8TAD8	3D_ligandable
Q8TAE7	Approved
Q8TAF3	Quality_probe
Q8TAI7	3D_ligandable
Q8TAX9	3D_ligandable
Q8TB36	3D_ligandable
Q8TBC4	Quality_probe
Q8TBE1	3D_ligandable
Q8TBE9	3D_ligandable
Q8TBK2	3D_ligandable
Q8TBX8	3D_ligandable
Q8TBZ3	3D_ligandable
Q8TBZ6	3D_ligandable
Q8TCC7	Approved
Q8TCD5	3D_ligandable
Q8TCG1	3D_ligandable
Q8TCG2	3D_ligandable
Q8TCJ2	3D_ligandable
Q8TCS8	3D_ligandable
Q8TCU5	Approved
Q8TCU6	3D_ligandable
Q8TCX1	3D_ligandable
Q8TD43	3D_ligandable
Q8TDB6	3D_ligandable
Q8TDD5	3D_ligandable
Q8TDF6	3D_ligandable
Q8TDI0	3D_ligandable
Q8TDN1	Approved
Q8TDN2	Approved
Q8TDU6	3D_ligandable
Q8TDX5	3D_ligandable
Q8TDX7	3D_ligandable
Q8TDY4	3D_ligandable
Q8TE04	3D_ligandable
Q8TEA1	3D_ligandable
Q8TEH3	3D_ligandable
Q8TEK3	Quality_probe
Q8TEQ6	3D_ligandable
Q8TEV9	3D_ligandable
Q8TF42	3D_ligandable
Q8TF76	3D_ligandable
Q8WTS6	Quality_probe
Q8WTX7	3D_ligandable
Q8WU08	3D_ligandable
Q8WUA7	3D_ligandable
Q8WUI4	Approved
Q8WUM0	3D_ligandable
Q8WUM4	3D_ligandable
Q8WUX2	3D_ligandable
Q8WV92	3D_ligandable
Q8WVC0	3D_ligandable
Q8WVM0	3D_ligandable
Q8WVQ1	3D_ligandable
Q8WVS4	3D_ligandable
Q8WVY7	3D_ligandable
Q8WWN8	3D_ligandable
Q8WWQ0	3D_ligandable
Q8WWQ8	3D_ligandable
Q8WWV3	3D_ligandable
Q8WWY3	3D_ligandable
Q8WX92	3D_ligandable
Q8WX93	3D_ligandable
Q8WXA8	Approved
Q8WXB1	3D_ligandable
Q8WXD9	3D_ligandable
Q8WXE1	3D_ligandable
Q8WXF7	3D_ligandable
Q8WXG8	3D_ligandable
Q8WXI4	3D_ligandable
Q8WXI8	3D_ligandable
Q8WXS5	Approved
Q8WY91	3D_ligandable
Q8WYA6	3D_ligandable
Q8WYK0	3D_ligandable
Q8WYQ5	3D_ligandable
Q8WZ42	3D_ligandable
Q8WZA1	3D_ligandable
Q92466	3D_ligandable
Q92484	3D_ligandable
Q92506	3D_ligandable
Q92523	Approved
Q92530	3D_ligandable
Q92542	3D_ligandable
Q92556	3D_ligandable
Q92562	3D_ligandable
Q92564	3D_ligandable
Q92576	3D_ligandable
Q92585	3D_ligandable
Q92598	3D_ligandable
Q92608	3D_ligandable
Q92620	3D_ligandable
Q92621	3D_ligandable
Q92625	3D_ligandable
Q92630	3D_ligandable
Q92633	3D_ligandable
Q92673	3D_ligandable
Q92692	3D_ligandable
Q92730	3D_ligandable
Q92731	Approved
Q92736	3D_ligandable
Q92743	3D_ligandable
Q92747	3D_ligandable
Q92759	3D_ligandable
Q92769	Approved
Q92772	3D_ligandable
Q92784	3D_ligandable
Q92785	3D_ligandable
Q92786	3D_ligandable
Q92793	Quality_probe
Q92794	Quality_probe
Q92797	3D_ligandable
Q92800	Quality_probe
Q92820	3D_ligandable
Q92830	Quality_probe
Q92831	Quality_probe
Q92834	3D_ligandable
Q92835	3D_ligandable
Q92841	3D_ligandable
Q92843	3D_ligandable
Q92847	Approved
Q92854	3D_ligandable
Q92871	3D_ligandable
Q92876	3D_ligandable
Q92879	3D_ligandable
Q92888	3D_ligandable
Q92889	3D_ligandable
Q92900	3D_ligandable
Q92905	3D_ligandable
Q92918	3D_ligandable
Q92922	3D_ligandable
Q92932	3D_ligandable
Q92947	3D_ligandable
Q92953	Approved
Q92956	3D_ligandable
Q92973	3D_ligandable
Q92979	3D_ligandable
Q92993	3D_ligandable
Q92995	3D_ligandable
Q93009	3D_ligandable
Q93015	3D_ligandable
Q93034	3D_ligandable
Q93038	3D_ligandable
Q93050	3D_ligandable
Q93077	3D_ligandable
Q93088	Approved
Q93096	3D_ligandable
Q95460	3D_ligandable
Q969D9	3D_ligandable
Q969G6	3D_ligandable
Q969H0	3D_ligandable
Q969R5	3D_ligandable
Q969S8	Approved
Q96A54	3D_ligandable
Q96A58	3D_ligandable
Q96A72	3D_ligandable
Q96AB6	3D_ligandable
Q96AC1	3D_ligandable
Q96AE4	3D_ligandable
Q96AT9	3D_ligandable
Q96AX1	3D_ligandable
Q96AZ1	3D_ligandable
Q96B26	3D_ligandable
Q96BI3	3D_ligandable
Q96BM9	3D_ligandable
Q96BN8	3D_ligandable
Q96BP3	3D_ligandable
Q96BT7	3D_ligandable
Q96BY6	3D_ligandable
Q96BZ9	3D_ligandable
Q96C10	3D_ligandable
Q96C23	3D_ligandable
Q96C36	3D_ligandable
Q96C45	3D_ligandable
Q96C86	3D_ligandable
Q96CB9	3D_ligandable
Q96CD2	3D_ligandable
Q96CW1	3D_ligandable
Q96CW9	3D_ligandable
Q96CX2	3D_ligandable
Q96D71	3D_ligandable
Q96D96	3D_ligandable
Q96DB2	Approved
Q96DC8	3D_ligandable
Q96DC9	3D_ligandable
Q96DE0	3D_ligandable
Q96DI7	3D_ligandable
Q96DR4	3D_ligandable
Q96DV4	3D_ligandable
Q96DX5	3D_ligandable
Q96E22	3D_ligandable
Q96EB6	3D_ligandable
Q96EE3	3D_ligandable
Q96EK5	3D_ligandable
Q96EK6	3D_ligandable
Q96EL1	3D_ligandable
Q96EP0	3D_ligandable
Q96EP5	3D_ligandable
Q96EX3	3D_ligandable
Q96F10	3D_ligandable
Q96F46	Approved
Q96F86	3D_ligandable
Q96FI4	3D_ligandable
Q96FJ0	3D_ligandable
Q96FJ2	3D_ligandable
Q96FV9	3D_ligandable
Q96FW1	3D_ligandable
Q96FX7	3D_ligandable
Q96G74	3D_ligandable
Q96G97	3D_ligandable
Q96GA7	3D_ligandable
Q96GC5	3D_ligandable
Q96GD0	3D_ligandable
Q96GD4	Quality_probe
Q96GG9	3D_ligandable
Q96GN5	3D_ligandable
Q96H22	3D_ligandable
Q96HE7	3D_ligandable
Q96HN2	3D_ligandable
Q96HS1	3D_ligandable
Q96HU8	3D_ligandable
Q96HY7	3D_ligandable
Q96I15	3D_ligandable
Q96I25	3D_ligandable
Q96I51	3D_ligandable
Q96IJ6	3D_ligandable
Q96IY4	3D_ligandable
Q96J01	3D_ligandable
Q96J02	3D_ligandable
Q96JA3	3D_ligandable
Q96JM7	Quality_probe
Q96JP0	3D_ligandable
Q96KK3	Approved
Q96KK5	3D_ligandable
Q96KN2	3D_ligandable
Q96KP4	3D_ligandable
Q96KQ7	Quality_probe
Q96KS0	3D_ligandable
Q96L34	3D_ligandable
Q96L42	Approved
Q96L73	3D_ligandable
Q96L93	3D_ligandable
Q96LA8	Quality_probe
Q96LB1	Quality_probe
Q96LJ7	3D_ligandable
Q96LT7	3D_ligandable
Q96LZ3	Approved
Q96MF2	3D_ligandable
Q96MG7	3D_ligandable
Q96MK3	3D_ligandable
Q96MU7	3D_ligandable
Q96MU8	3D_ligandable
Q96MX6	3D_ligandable
Q96N28	3D_ligandable
Q96N67	3D_ligandable
Q96NW4	3D_ligandable
Q96NY9	3D_ligandable
Q96P20	Quality_probe
Q96PC3	3D_ligandable
Q96PD7	Quality_probe
Q96PE7	3D_ligandable
Q96PN6	3D_ligandable
Q96PP8	3D_ligandable
Q96PR1	Approved
Q96PS8	3D_ligandable
Q96PU4	3D_ligandable
Q96PU5	3D_ligandable
Q96PU8	3D_ligandable
Q96PY6	3D_ligandable
Q96PZ0	3D_ligandable
Q96Q04	3D_ligandable
Q96Q11	3D_ligandable
Q96Q15	Quality_probe
Q96Q83	3D_ligandable
Q96QB1	3D_ligandable
Q96QE5	3D_ligandable
Q96QK1	3D_ligandable
Q96QP1	3D_ligandable
Q96QU1	3D_ligandable
